PRCLID,DIST,DESCRIPT,TAXARE,PROPCL,SCHOOLTAXABLE,COUNTYTAXABLE,TOTALTAXABLE
0700600144,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1374100,1374100,1374100
0700600145,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1708000,1708000,1708000
0700600146,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,2088600,2088600,2088600
0700600147,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1312900,1312900,1312900
0700600148,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1184100,1184100,1184100
0700600149,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1455300,1455300,1455300
0700600150,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1080800,1080800,1080800
0700600151,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1417000,1417000,1417000
0700600152,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1140800,1140800,1140800
0700600153,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1874400,1874400,1874400
0700600155,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1731800,1731800,1731800
0700600156,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1095100,1095100,1095100
0700600158,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1559800,1559800,1559800
0700600159,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,100,100,100
0700600160,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,0,0,0
0700600161,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1185600,1185600,1185600
0700600162,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1330600,1330600,1330600
0700600163,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1402200,1402200,1402200
0700600164,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1720300,1720300,1720300
0700600165,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1834400,1834400,1834400
0700600166,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,2338100,2338100,2338100
0700600167,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,2141900,2141900,2141900
